-183.800, 80.200, 0.000,  0.000
-183.800, 80.200, 0.000,  0.020
-183.800, 80.200, 0.000,  0.040
-183.800, 80.200, 0.000,  0.060
-183.800, 80.200, 0.000,  0.080
-183.800, 80.200, 0.000,  0.100
-183.800, 80.200, 0.000,  0.120
-183.800, 80.200, 0.039,  0.140
-183.800, 80.199, 0.033,  0.160
-183.800, 80.198, 0.035,  0.180
-183.800, 80.198, 0.039,  0.200
-183.799, 80.197, 0.062,  0.220
-183.798, 80.193, 0.174,  0.240
-183.797, 80.189, 0.236,  0.260
-183.794, 80.183, 0.302,  0.280
-183.791, 80.175, 0.356,  0.300
-183.788, 80.167, 0.422,  0.320
-183.783, 80.157, 0.495,  0.340
-183.777, 80.146, 0.561,  0.360
-183.770, 80.133, 0.630,  0.380
-183.762, 80.119, 0.689,  0.400
-183.753, 80.105, 0.754,  0.420
-183.742, 80.088, 0.837,  0.440
-183.731, 80.070, 0.928,  0.460
-183.720, 80.051, 1.021,  0.480
-183.708, 80.029, 1.114,  0.500
-183.695, 80.006, 1.205,  0.520
-183.683, 79.981, 1.294,  0.540
-183.670, 79.955, 1.379,  0.560
-183.657, 79.927, 1.460,  0.580
-183.643, 79.898, 1.537,  0.600
-183.630, 79.867, 1.608,  0.620
-183.616, 79.835, 1.673,  0.640
-183.603, 79.803, 1.725,  0.660
-183.589, 79.769, 1.755,  0.680
-183.576, 79.736, 1.757,  0.700
-183.563, 79.703, 1.730,  0.720
-183.550, 79.671, 1.684,  0.740
-183.538, 79.641, 1.641,  0.760
-183.525, 79.611, 1.616,  0.780
-183.513, 79.581, 1.610,  0.800
-183.500, 79.551, 1.609,  0.820
-183.487, 79.521, 1.613,  0.840
-183.474, 79.491, 1.624,  0.860
-183.461, 79.461, 1.641,  0.880
-183.448, 79.430, 1.663,  0.900
-183.435, 79.398, 1.688,  0.920
-183.421, 79.366, 1.715,  0.940
-183.408, 79.334, 1.743,  0.960
-183.394, 79.301, 1.762,  0.980
-183.381, 79.268, 1.763,  1.000
-183.367, 79.235, 1.739,  1.020
-183.354, 79.203, 1.715,  1.040
-183.341, 79.172, 1.706,  1.060
-183.328, 79.140, 1.702,  1.080
-183.315, 79.109, 1.701,  1.100
-183.302, 79.077, 1.704,  1.120
-183.288, 79.045, 1.714,  1.140
-183.275, 79.013, 1.730,  1.160
-183.262, 78.981, 1.748,  1.180
-183.248, 78.948, 1.770,  1.200
-183.235, 78.915, 1.784,  1.220
-183.221, 78.881, 1.780,  1.240
-183.208, 78.848, 1.775,  1.260
-183.194, 78.815, 1.777,  1.280
-183.181, 78.782, 1.777,  1.300
-183.168, 78.749, 1.778,  1.320
-183.155, 78.716, 1.783,  1.340
-183.141, 78.682, 1.793,  1.360
-183.128, 78.649, 1.798,  1.380
-183.115, 78.616, 1.786,  1.400
-183.102, 78.582, 1.776,  1.420
-183.089, 78.549, 1.773,  1.440
-183.076, 78.516, 1.769,  1.460
-183.063, 78.484, 1.767,  1.480
-183.050, 78.451, 1.770,  1.500
-183.038, 78.417, 1.779,  1.520
-183.025, 78.384, 1.793,  1.540
-183.012, 78.350, 1.810,  1.560
-182.999, 78.316, 1.830,  1.580
-182.986, 78.281, 1.842,  1.600
-182.973, 78.247, 1.836,  1.620
-182.960, 78.212, 1.830,  1.640
-182.948, 78.178, 1.830,  1.660
-182.935, 78.144, 1.829,  1.680
-182.922, 78.109, 1.828,  1.700
-182.910, 78.075, 1.832,  1.720
-182.898, 78.040, 1.841,  1.740
-182.885, 78.005, 1.854,  1.760
-182.873, 77.970, 1.861,  1.780
-182.860, 77.935, 1.851,  1.800
-182.848, 77.901, 1.841,  1.820
-182.836, 77.866, 1.838,  1.840
-182.824, 77.831, 1.834,  1.860
-182.812, 77.797, 1.832,  1.880
-182.801, 77.762, 1.834,  1.900
-182.789, 77.727, 1.842,  1.920
-182.777, 77.692, 1.855,  1.940
-182.765, 77.657, 1.871,  1.960
-182.753, 77.621, 1.890,  1.980
-182.742, 77.584, 1.901,  2.000
-182.730, 77.548, 1.894,  2.020
-182.718, 77.512, 1.887,  2.040
-182.707, 77.476, 1.886,  2.060
-182.696, 77.440, 1.883,  2.080
-182.684, 77.405, 1.882,  2.100
-182.673, 77.369, 1.885,  2.120
-182.662, 77.332, 1.893,  2.140
-182.651, 77.296, 1.905,  2.160
-182.640, 77.259, 1.921,  2.180
-182.629, 77.222, 1.929,  2.200
-182.618, 77.185, 1.920,  2.220
-182.607, 77.149, 1.912,  2.240
-182.597, 77.112, 1.909,  2.260
-182.586, 77.075, 1.905,  2.280
-182.576, 77.039, 1.902,  2.300
-182.565, 77.002, 1.904,  2.320
-182.555, 76.966, 1.911,  2.340
-182.544, 76.929, 1.923,  2.360
-182.534, 76.891, 1.939,  2.380
-182.524, 76.853, 1.957,  2.400
-182.513, 76.815, 1.967,  2.420
-182.503, 76.777, 1.960,  2.440
-182.493, 76.740, 1.952,  2.460
-182.483, 76.702, 1.950,  2.480
-182.473, 76.664, 1.947,  2.500
-182.464, 76.627, 1.944,  2.520
-182.454, 76.589, 1.946,  2.540
-182.444, 76.551, 1.953,  2.560
-182.435, 76.513, 1.965,  2.580
-182.425, 76.474, 1.980,  2.600
-182.416, 76.436, 1.997,  2.620
-182.406, 76.396, 2.007,  2.640
-182.397, 76.357, 2.000,  2.660
-182.388, 76.319, 1.992,  2.680
-182.378, 76.280, 1.989,  2.700
-182.369, 76.241, 1.985,  2.720
-182.360, 76.203, 1.982,  2.740
-182.352, 76.164, 1.983,  2.760
-182.343, 76.125, 1.990,  2.780
-182.334, 76.086, 2.001,  2.800
-182.325, 76.047, 2.016,  2.820
-182.316, 76.007, 2.033,  2.840
-182.308, 75.967, 2.052,  2.860
-182.299, 75.926, 2.063,  2.880
-182.290, 75.886, 2.056,  2.900
-182.282, 75.846, 2.048,  2.920
-182.274, 75.806, 2.046,  2.940
-182.265, 75.766, 2.041,  2.960
-182.257, 75.726, 2.038,  2.980
-182.249, 75.686, 2.039,  3.000
-182.241, 75.646, 2.045,  3.020
-182.233, 75.605, 2.055,  3.040
-182.225, 75.565, 2.069,  3.060
-182.217, 75.524, 2.085,  3.080
-182.209, 75.482, 2.094,  3.100
-182.201, 75.441, 2.086,  3.120
-182.194, 75.400, 2.077,  3.140
-182.186, 75.359, 2.073,  3.160
-182.179, 75.319, 2.068,  3.180
-182.171, 75.278, 2.064,  3.200
-182.164, 75.237, 2.064,  3.220
-182.157, 75.197, 2.069,  3.240
-182.150, 75.156, 2.079,  3.260
-182.143, 75.114, 2.093,  3.280
-182.135, 75.073, 2.110,  3.300
-182.128, 75.031, 2.128,  3.320
-182.121, 74.988, 2.139,  3.340
-182.114, 74.946, 2.132,  3.360
-182.107, 74.904, 2.124,  3.380
-182.101, 74.862, 2.121,  3.400
-182.094, 74.820, 2.116,  3.420
-182.087, 74.779, 2.112,  3.440
-182.081, 74.737, 2.112,  3.460
-182.074, 74.695, 2.117,  3.480
-182.068, 74.653, 2.127,  3.500
-182.061, 74.611, 2.141,  3.520
-182.055, 74.568, 2.157,  3.540
-182.049, 74.525, 2.175,  3.560
-182.042, 74.481, 2.185,  3.580
-182.036, 74.438, 2.178,  3.600
-182.030, 74.395, 2.170,  3.620
-182.024, 74.352, 2.167,  3.640
-182.018, 74.309, 2.161,  3.660
-182.012, 74.267, 2.157,  3.680
-182.006, 74.224, 2.156,  3.700
-182.001, 74.181, 2.161,  3.720
-181.995, 74.138, 2.170,  3.740
-181.989, 74.095, 2.184,  3.760
-181.984, 74.051, 2.199,  3.780
-181.978, 74.007, 2.217,  3.800
-181.972, 73.962, 2.236,  3.820
-181.967, 73.918, 2.248,  3.840
-181.961, 73.873, 2.241,  3.860
-181.956, 73.829, 2.233,  3.880
-181.951, 73.784, 2.229,  3.900
-181.945, 73.740, 2.224,  3.920
-181.940, 73.696, 2.219,  3.940
-181.935, 73.652, 2.218,  3.960
-181.930, 73.608, 2.222,  3.980
-181.925, 73.563, 2.231,  4.000
-181.920, 73.519, 2.243,  4.020
-181.915, 73.474, 2.258,  4.040
-181.910, 73.429, 2.275,  4.060
-181.905, 73.383, 2.293,  4.080
-181.901, 73.337, 2.304,  4.100
-181.896, 73.291, 2.297,  4.120
-181.891, 73.246, 2.288,  4.140
-181.887, 73.200, 2.284,  4.160
-181.882, 73.155, 2.277,  4.180
-181.877, 73.110, 2.271,  4.200
-181.873, 73.065, 2.269,  4.220
-181.869, 73.019, 2.273,  4.240
-181.864, 72.974, 2.281,  4.260
-181.860, 72.928, 2.293,  4.280
-181.856, 72.882, 2.307,  4.300
-181.852, 72.836, 2.324,  4.320
-181.847, 72.789, 2.342,  4.340
-181.843, 72.742, 2.352,  4.360
-181.839, 72.695, 2.345,  4.380
-181.835, 72.649, 2.337,  4.400
-181.831, 72.602, 2.332,  4.420
-181.827, 72.556, 2.325,  4.440
-181.823, 72.510, 2.319,  4.460
-181.819, 72.464, 2.316,  4.480
-181.816, 72.417, 2.319,  4.500
-181.812, 72.371, 2.327,  4.520
-181.808, 72.324, 2.339,  4.540
-181.804, 72.278, 2.353,  4.560
-181.801, 72.230, 2.370,  4.580
-181.797, 72.183, 2.388,  4.600
-181.794, 72.135, 2.407,  4.620
-181.790, 72.086, 2.418,  4.640
-181.786, 72.038, 2.412,  4.660
-181.783, 71.990, 2.404,  4.680
-181.780, 71.942, 2.399,  4.700
-181.776, 71.894, 2.392,  4.720
-181.773, 71.847, 2.386,  4.740
-181.770, 71.799, 2.383,  4.760
-181.766, 71.752, 2.385,  4.780
-181.763, 71.704, 2.392,  4.800
-181.760, 71.656, 2.403,  4.820
-181.757, 71.608, 2.417,  4.840
-181.754, 71.559, 2.433,  4.860
-181.751, 71.510, 2.450,  4.880
-181.748, 71.461, 2.469,  4.900
-181.745, 71.411, 2.480,  4.920
-181.742, 71.362, 2.474,  4.940
-181.739, 71.313, 2.465,  4.960
-181.736, 71.264, 2.459,  4.980
-181.733, 71.215, 2.451,  5.000
-181.730, 71.166, 2.444,  5.020
-181.728, 71.117, 2.441,  5.040
-181.725, 71.068, 2.442,  5.060
-181.722, 71.020, 2.449,  5.080
-181.720, 70.971, 2.460,  5.100
-181.717, 70.921, 2.473,  5.120
-181.715, 70.871, 2.489,  5.140
-181.712, 70.821, 2.506,  5.160
-181.709, 70.771, 2.524,  5.180
-181.707, 70.720, 2.543,  5.200
-181.704, 70.669, 2.555,  5.220
-181.702, 70.618, 2.549,  5.240
-181.699, 70.567, 2.540,  5.260
-181.697, 70.516, 2.535,  5.280
-181.695, 70.466, 2.527,  5.300
-181.692, 70.416, 2.519,  5.320
-181.690, 70.366, 2.515,  5.340
-181.688, 70.315, 2.516,  5.360
-181.686, 70.265, 2.522,  5.380
-181.683, 70.215, 2.531,  5.400
-181.681, 70.164, 2.544,  5.420
-181.679, 70.113, 2.559,  5.440
-181.677, 70.061, 2.576,  5.460
-181.675, 70.009, 2.594,  5.480
-181.673, 69.957, 2.612,  5.500
-181.671, 69.904, 2.631,  5.520
-181.669, 69.852, 2.642,  5.540
-181.667, 69.799, 2.636,  5.560
-181.665, 69.746, 2.627,  5.580
-181.663, 69.694, 2.621,  5.600
-181.661, 69.642, 2.612,  5.620
-181.659, 69.590, 2.603,  5.640
-181.657, 69.538, 2.598,  5.660
-181.655, 69.486, 2.598,  5.680
-181.653, 69.434, 2.603,  5.700
-181.652, 69.382, 2.611,  5.720
-181.650, 69.330, 2.623,  5.740
-181.648, 69.277, 2.637,  5.760
-181.646, 69.224, 2.653,  5.780
-181.645, 69.170, 2.670,  5.800
-181.643, 69.117, 2.688,  5.820
-181.641, 69.063, 2.706,  5.840
-181.640, 69.008, 2.717,  5.860
-181.638, 68.954, 2.711,  5.880
-181.636, 68.900, 2.701,  5.900
-181.635, 68.846, 2.694,  5.920
-181.633, 68.792, 2.684,  5.940
-181.632, 68.739, 2.675,  5.960
-181.630, 68.686, 2.669,  5.980
-181.629, 68.632, 2.668,  6.000
-181.627, 68.579, 2.673,  6.020
-181.626, 68.526, 2.681,  6.040
-181.625, 68.472, 2.692,  6.060
-181.623, 68.418, 2.706,  6.080
-181.622, 68.363, 2.722,  6.100
-181.620, 68.309, 2.739,  6.120
-181.619, 68.253, 2.757,  6.140
-181.618, 68.198, 2.776,  6.160
-181.616, 68.142, 2.794,  6.180
-181.615, 68.086, 2.813,  6.200
-181.614, 68.029, 2.825,  6.220
-181.612, 67.973, 2.818,  6.240
-181.611, 67.917, 2.808,  6.260
-181.610, 67.861, 2.801,  6.280
-181.609, 67.805, 2.791,  6.300
-181.608, 67.749, 2.781,  6.320
-181.606, 67.694, 2.773,  6.340
-181.605, 67.639, 2.772,  6.360
-181.604, 67.583, 2.775,  6.380
-181.603, 67.528, 2.782,  6.400
-181.602, 67.472, 2.792,  6.420
-181.601, 67.416, 2.804,  6.440
-181.600, 67.360, 2.819,  6.460
-181.599, 67.303, 2.835,  6.480
-181.598, 67.246, 2.852,  6.500
-181.597, 67.188, 2.869,  6.520
-181.596, 67.131, 2.887,  6.540
-181.595, 67.073, 2.905,  6.560
-181.593, 67.014, 2.916,  6.580
-181.592, 66.956, 2.910,  6.600
-181.592, 66.898, 2.899,  6.620
-181.591, 66.840, 2.891,  6.640
-181.590, 66.783, 2.880,  6.660
-181.589, 66.725, 2.869,  6.680
-181.588, 66.668, 2.861,  6.700
-181.587, 66.611, 2.858,  6.720
-181.586, 66.554, 2.860,  6.740
-181.585, 66.497, 2.867,  6.760
-181.584, 66.439, 2.876,  6.780
-181.583, 66.382, 2.889,  6.800
-181.583, 66.324, 2.903,  6.820
-181.582, 66.265, 2.919,  6.840
-181.581, 66.206, 2.936,  6.860
-181.580, 66.147, 2.954,  6.880
-181.579, 66.088, 2.972,  6.900
-181.579, 66.028, 2.991,  6.920
-181.578, 65.968, 3.009,  6.940
-181.577, 65.907, 3.028,  6.960
-181.576, 65.846, 3.038,  6.980
-181.576, 65.786, 3.032,  7.000
-181.575, 65.725, 3.021,  7.020
-181.574, 65.665, 3.012,  7.040
-181.573, 65.605, 3.000,  7.060
-181.573, 65.546, 2.988,  7.080
-181.572, 65.486, 2.979,  7.100
-181.571, 65.427, 2.975,  7.120
-181.571, 65.367, 2.976,  7.140
-181.570, 65.308, 2.981,  7.160
-181.569, 65.248, 2.989,  7.180
-181.569, 65.188, 3.001,  7.200
-181.568, 65.128, 3.014,  7.220
-181.567, 65.067, 3.029,  7.240
-181.567, 65.006, 3.045,  7.260
-181.566, 64.945, 3.062,  7.280
-181.566, 64.883, 3.080,  7.300
-181.565, 64.822, 3.098,  7.320
-181.564, 64.759, 3.116,  7.340
-181.564, 64.696, 3.134,  7.360
-181.563, 64.633, 3.152,  7.380
-181.563, 64.570, 3.162,  7.400
-181.562, 64.507, 3.155,  7.420
-181.562, 64.444, 3.144,  7.440
-181.561, 64.381, 3.134,  7.460
-181.561, 64.319, 3.121,  7.480
-181.560, 64.257, 3.108,  7.500
-181.560, 64.195, 3.097,  7.520
-181.559, 64.133, 3.092,  7.540
-181.559, 64.072, 3.092,  7.560
-181.558, 64.010, 3.096,  7.580
-181.558, 63.948, 3.104,  7.600
-181.557, 63.886, 3.114,  7.620
-181.557, 63.823, 3.127,  7.640
-181.556, 63.760, 3.142,  7.660
-181.556, 63.697, 3.158,  7.680
-181.555, 63.634, 3.175,  7.700
-181.555, 63.570, 3.192,  7.720
-181.554, 63.506, 3.210,  7.740
-181.554, 63.441, 3.229,  7.760
-181.554, 63.376, 3.247,  7.780
-181.553, 63.311, 3.265,  7.800
-181.553, 63.245, 3.282,  7.820
-181.552, 63.179, 3.299,  7.840
-181.552, 63.113, 3.309,  7.860
-181.552, 63.047, 3.302,  7.880
-181.551, 62.981, 3.290,  7.900
-181.551, 62.916, 3.279,  7.920
-181.550, 62.850, 3.265,  7.940
-181.550, 62.785, 3.250,  7.960
-181.550, 62.721, 3.239,  7.980
-181.549, 62.656, 3.232,  8.000
-181.549, 62.592, 3.230,  8.020
-181.549, 62.527, 3.233,  8.040
-181.548, 62.463, 3.239,  8.060
-181.548, 62.398, 3.249,  8.080
-181.548, 62.332, 3.261,  8.100
-181.547, 62.267, 3.275,  8.120
-181.547, 62.201, 3.290,  8.140
-181.547, 62.135, 3.307,  8.160
-181.546, 62.069, 3.324,  8.180
-181.546, 62.002, 3.342,  8.200
-181.546, 61.934, 3.360,  8.220
-181.545, 61.867, 3.378,  8.240
-181.545, 61.799, 3.396,  8.260
-181.545, 61.731, 3.414,  8.280
-181.544, 61.662, 3.431,  8.300
-181.544, 61.593, 3.448,  8.320
-181.544, 61.524, 3.464,  8.340
-181.544, 61.454, 3.474,  8.360
-181.543, 61.385, 3.466,  8.380
-181.543, 61.316, 3.453,  8.400
-181.543, 61.247, 3.441,  8.420
-181.542, 61.179, 3.425,  8.440
-181.542, 61.111, 3.410,  8.460
-181.542, 61.043, 3.396,  8.480
-181.542, 60.975, 3.388,  8.500
-181.541, 60.908, 3.385,  8.520
-181.541, 60.840, 3.386,  8.540
-181.541, 60.772, 3.391,  8.560
-181.541, 60.704, 3.400,  8.580
-181.540, 60.636, 3.411,  8.600
-181.540, 60.568, 3.424,  8.620
-181.540, 60.499, 3.439,  8.640
-181.540, 60.430, 3.455,  8.660
-181.539, 60.360, 3.472,  8.680
-181.539, 60.291, 3.490,  8.700
-181.539, 60.220, 3.509,  8.720
-181.539, 60.150, 3.527,  8.740
-181.539, 60.079, 3.545,  8.760
-181.538, 60.008, 3.564,  8.780
-181.538, 59.936, 3.582,  8.800
-181.538, 59.864, 3.599,  8.820
-181.538, 59.792, 3.616,  8.840
-181.537, 59.719, 3.632,  8.860
-181.537, 59.646, 3.648,  8.880
-181.537, 59.573, 3.656,  8.900
-181.537, 59.500, 3.661,  8.920
-181.537, 59.427, 3.657,  8.940
-181.536, 59.354, 3.649,  8.960
-181.536, 59.281, 3.638,  8.980
-181.536, 59.208, 3.629,  9.000
-181.536, 59.136, 3.623,  9.020
-181.536, 59.064, 3.620,  9.040
-181.535, 58.991, 3.622,  9.060
-181.535, 58.919, 3.626,  9.080
-181.535, 58.847, 3.632,  9.100
-181.535, 58.774, 3.640,  9.120
-181.535, 58.701, 3.650,  9.140
-181.534, 58.628, 3.662,  9.160
-181.534, 58.554, 3.674,  9.180
-181.534, 58.480, 3.687,  9.200
-181.534, 58.406, 3.701,  9.220
-181.534, 58.332, 3.715,  9.240
-181.534, 58.258, 3.730,  9.260
-181.533, 58.183, 3.744,  9.280
-181.533, 58.108, 3.759,  9.300
-181.533, 58.032, 3.774,  9.320
-181.533, 57.956, 3.788,  9.340
-181.533, 57.880, 3.802,  9.360
-181.533, 57.804, 3.815,  9.380
-181.532, 57.727, 3.829,  9.400
-181.532, 57.651, 3.841,  9.420
-181.532, 57.574, 3.854,  9.440
-181.532, 57.496, 3.865,  9.460
-181.532, 57.419, 3.870,  9.480
-181.532, 57.341, 3.871,  9.500
-181.531, 57.264, 3.865,  9.520
-181.531, 57.187, 3.853,  9.540
-181.531, 57.111, 3.839,  9.560
-181.531, 57.034, 3.827,  9.580
-181.531, 56.958, 3.818,  9.600
-181.531, 56.882, 3.813,  9.620
-181.531, 56.806, 3.812,  9.640
-181.530, 56.729, 3.814,  9.660
-181.530, 56.653, 3.819,  9.680
-181.530, 56.577, 3.827,  9.700
-181.530, 56.500, 3.836,  9.720
-181.530, 56.423, 3.847,  9.740
-181.530, 56.346, 3.859,  9.760
-181.530, 56.268, 3.873,  9.780
-181.529, 56.191, 3.887,  9.800
-181.529, 56.113, 3.901,  9.820
